"PK_INVENTAR";"INVENTAR";"ANSCHAFFUNGSDATUM";"ANSCHAFFUNGSJAHR";"ABSCHREIBUNGSDAUER";"RESTBUCHWERT_2018";"CREATED_BY";"CREATED_AT";"MODIFIED_BY";"MODIFIED_AT";"PREIS_NETTO";"MWST";"FK_STEUERSATZ";"PREIS_BRUTTO";"COMM";"LIZENZNUMMER";"ANFORDERUNGSCODE";"FK_INVENTARTYP";"KFZ_KENNZEICHEN";"FAHRGESTELLNR";"BEMERKUNGEN";"BILD";"ABGANGSJAHR";"ABGANGSDATUM";"ABGANGSWERT";"FK_VERWENDUNGSZWECK";"GWG";"RESTBUCHWERT_2017";"ABGANGSGRUND";"MAC_ADRESSE";"SERIENNUMMER";"GERÄTENAME";"OK";"OK_BEMERKUNGEN";"RESTBUCHWERT_2019";"INV_BILD";"INVENTARTYP";"PK_IMP_BA_ELEKTRONIK";"BEZEICHNUNG";"GWG_YN";"BEL_OLD_ART";"BEL_OLD_FK_IMP_BA_BEL";"BEL_OLD_PK_IMP_BA_ALLG_BEL";"BEL_OLD_BEZEICHNUNG";"BEL_OLD_KENNZEICHEN";"BEL_OLD_DATUM";"BEL_OLD_DATUM_VERGEHEN";"BEL_OLD_FK_ARBEITSTAG";"BEL_OLD_FK_BUCHUNG";"BEL_OLD_BETRAG";"BEL_OLD_WÄHRUNG";"BEL_OLD_STEUERSATZ";"BEL_OLD_MWST_BETRAG";"BEL_OLD_NETTO";"BEL_OLD_ZAHLUNGSART";"BEL_OLD_BILD";"BEL_OLD_BILD1";"BEL_OLD_VERWENDUNGSZWECK";"BEL_OLD_FK_INVENTAR";"BEL_OLD_FK_PROJEKT";"BEL_OLD_WÄHRUNG_BETRAG";"BEL_OLD_FK_KATEGORIE";"BEL_OLD_KATEGORIE";"BEL_OLD_PROJEKT";"BEL_OLD_INVENTAR";"BEL_OLD_FK_BELEG_ABLAGE"
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1555;1;"Parkschein Graz, Kastellfeld 0, 23-25, Graz, …sterreich";"";"08.11.2018 12:38 08.11.2018 13:48";"";;;"2,1";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";17;;"";;"";"";"Renault Master - Weiß ";"2018 / Ordner 1 / Seite 4"
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1556;2;"Parkplatz Prater, Waldsteingartenstra§e A-1020 Wien, …sterreich";"";"30.10.2018 09:02 30.10.2018 18:04";"";;1406;"15,4";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"privat";17;;"";;"";"";"Renault Master - Weiß ";"2018 / Ordner 1 / Seite 3"
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1557;364;"Olympia Einkaufszentrum, Dachauer Str. 68, 80993 München";"";"12.12.2018 07:45 12.12.2018 18:34";"";;;"5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";16;41;"";;"";"Telefónica - PI Mapping-Tool";"Audi A4";"2018 / Ordner 1 / Seite 3"
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1558;365;"Olympia Einkaufszentrum, Dachauer Str. 68, 80993 München";"";"13.12.2018 08:18 13.12.2018 19:41";"";;;"5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";16;41;"";;"";"Telefónica - PI Mapping-Tool";"Audi A4";"2018 / Ordner 1 / Seite 3"
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1559;366;"Apcoa Parking, Parkgarage Hofbräukeller,81667 München";"";"23.11.2018 12:36 23.11.2018 14:01";"";;;"6";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";16;;"";;"";"";"Audi A4";"2018 / Ordner 1 / Seite 4"
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1560;367;"Pollux GmbH, OEZ München, Hanauer Str. , 80993 München";"";"19.11.2018 07:51 19.11.2018 18:49";"";;;"5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";16;41;"";;"";"Telefónica - PI Mapping-Tool";"Audi A4";""
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1562;369;"Riem Arkaden, Apcoa Parking Deutschland GmbH, Postfach 230463, 70624 Stuttgart-Flughafen, 0711/30570300";"";"21.12.2018 10:34 21.12.2018 18:42";"";;1805;"15,9";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"privat";16;;"";;"";"";"Audi A4";"2018 / Ordner 1 / Seite 4"
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1563;384;"Riem Arkaden, Apcoa Parking Deutschland GmbH, Postfach 230463, 70624 Stuttgart-Flughafen, 0711/30570300";"";"22.11.2018 14:07 22.11.2018 18:09";"";;1623;"7,9";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"privat";16;;"";;"";"";"Audi A4";"2018 / Ordner 1 / Seite 3"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1564;5;"Parkom Xenodoxeikas";"";"12.07.2018 22:52 ";"";560;792;"101,5";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1567;8;"Parkticket, St. Annenufer, PSA 104, Hamburg";"";"26.06.2018 15:54 26.06.2018 16:34";"";544;;"2";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1568;9;"Parkhaus P7, Flughafen MŸnchen";"";"26.10.2017 17:19 ";"";299;;"15";"";"19";"";"";"";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1570;11;"Parkhaus P7, Flughafen MŸnchen";"";"07.01.2018 12:10 07.01.2018 16:16";"";374;;"25";"";"19";"";"";"Kartenzahlung";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";"2018 / Ordner 1 / Seite 5"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1571;12;"Arabellastr. 13, MŸnchen";"";"31.01.2018 09:10 31.01.2018 10:34";"";398;;"5";"";"19";"";"";"Barzahlung";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";"2018 / Ordner 1 / Seite 4"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1572;353;"PH Opernplatz, Frankfurt";"";"29.01.2018 15:03 ";"";;;"3";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";"2018 / Ordner 1 / Seite 3"
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1573;14;"Abschleppdienst, Pfrontener Platz 50, Georg-Brauchle-Ring 50, 11:20, Parkplatz 320";"";"20.09.2018  ";"";630;;"450";"";"19";"";"";"Barzahlung";(BLOB);(BLOB);"";16;;"";;"";"";"Audi A4";""
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1574;405;"Apcoa Parking, Parkgarage Hofbräukeller,81667 München";"";"29.12.2018 11:55 29.12.2018 16:35";"";;;"15";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"";16;;"";;"";"";"Audi A4";"2018 / Ordner 1 / Seite 2"
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1576;17;"Privatparkplatz, Spitzingsee";"";"14.08.2018  ";"";593;;"4";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"";17;;"";;"";"";"Renault Master - Weiß ";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1580;134;"Parkhaus Westend 1, Savingnystr. / Westendstr. 1, 60325 Frankfurt";"";"06.04.2018 07:46 06.04.2018 16:29";"";;;"13,5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1581;370;"Parkhaus Niddastra§e 107, Frankfurt am Main";"";"08.06.2018 09:25 08.06.2018 20:53";"";;;"24";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1582;406;"Apcoa Parking, Parkgarage Hofbräukeller,81667 München";"";"22.12.2018 13:12 22.12.2018 18:16";"";;;"15";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"";16;;"";;"";"";"Audi A4";"2018 / Ordner 1 / Seite 4"
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1583;407;"Olympia Einkaufszentrum, Dachauer Str. 68, 80993 München";"";"20.12.2018 08:34 20.12.2018 18:40";"";;;"5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"";16;41;"";;"";"Telefónica - PI Mapping-Tool";"Audi A4";"2018 / Ordner 1 / Seite 3"
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1584;408;"Park Service Hofner GmbH + Co KG, Parkgarage Gasteig, Rosenheimer STr. 5, 81667 München";"";"20.12.2018 19:25 20.12.2018 20:23";"";;;"8";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"";16;;"";;"";"";"Audi A4";"2018 / Ordner 1 / Seite 3"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1585;250;"KVR MŸnchen, 80337 MŸnchen";"";"04.08.2017 08:00 04.08.2017 16:10";"";;;"18,5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1586;257;"KVR MŸnchen, 80337 MŸnchen";"";"11.08.2017 07:50 11.08.2017 23:20";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1587;263;"Franzosenviertel, MŸnchen";"";"22.05.2017 17:54 22.05.2017 21:06";"";;;"3,2";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1588;409;"Apcoa Parking, Parkgarage Hofbräukeller,81667 München";"";"30.12.2018 16:32 30.12.2018 18:25";"";;;"6";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"";16;;"";;"";"";"Audi A4";"2018 / Ordner 1 / Seite 4"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1589;272;"KVR MŸnchen, 80337 MŸnchen";"";"22.05.2017 07:23 22.05.2017 17:35";"";;;"20";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1591;411;"Pollux GmbH, OEZ München, Hanauer Str. , 80993 München";"";"19.12.2018 11:01 19.12.2018 20:11";"";;;"5";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";16;41;"";;"";"Telefónica - PI Mapping-Tool";"Audi A4";"2018 / Ordner 1 / Seite 4"
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1592;412;"Pollux GmbH, OEZ München, Hanauer Str. , 80993 München";"";"20.11.2018 08:18 20.11.2018 20:12";"";;;"5";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"";16;41;"";;"";"Telefónica - PI Mapping-Tool";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1593;413;"Tiefgarage Mannheim Galeria Kaufhof, Qpark GmbH Talstraße 1, 40217 Düsseldorf";"";"10.11.2017 14:09 10.11.2017 18:55";"";;;"10";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"geschäftlich";5;;"";;"";"";"Audi A4";"2017 / Ordner 1 / Seite 2"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1594;331;"St.-Pauls-Viertel , MŸnchen";"";"15.05.2017 18:11 15.05.2017 20:11";"";;;"2";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1597;416;"Klinikum d. Universität München, Marchionistr. 15";"";"01.06.2017 19:56 01.06.2017 21:22";"";;;"2";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1598;417;"Innenstadtklinik, Goethestr. Gg. 74";"";"07.07.2017 18:12 07.07.2017 19:12";"";;;"1";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";"2017 / Ordner 1 / Seite 4"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1599;418;"Kirchenstr";"";"16.05.2017 17:37 16.05.2017 19:37";"";;;"2";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";"2017 / Ordner 1 / Seite 4"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1600;419;"Schwanthaler Str. 89";"";"15.05.2017 15.05.2017 20:11";"";;;"0";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1601;420;"Kirchenstr, Max-Weber-Platz";"";"30.05.2017 18:45 30.05.2017 20:45";"";;;"2";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";"2017 / Ordner 1 / Seite 4"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1602;421;"Thalkirchner STr. ";"";"08.05.2017 19:19 09.05.2017 09:19";"";;;"4";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";"2017 / Ordner 1 / Seite 4"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1603;422;"Lindwurmstr 127";"";"30.05.2017 18:14 30.05.2017 20:14";"";;;"2";"";"";"";"";"Barzahlung";(BLOB);(BLOB);"privat";5;;"";;"";"";"Audi A4";"2017 / Ordner 1 / Seite 4"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1604;423;"Usluga Porec, Mlinsa 1, 52440 Porec";"";"05.06.2017 19:04 05.06.2017 20:44";"";;;"20";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"privat";5;;"kn";;"";"";"Audi A4";"2017 / Ordner 1 / Seite 4"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"PARKTICKETS";1605;424;"";"";"30.06.2017 18:07 ";"";;;"0";"";"";"";"";"";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";""
